Nom de la gare,Code UIC complet,Code postal,Segmentation DRG 2021,Total Voyageurs 2020,Total Voyageurs + Non voyageurs 2020,Total Voyageurs 2019,Total Voyageurs + Non voyageurs 2019,Total Voyageurs 2018,Total Voyageurs + Non voyageurs 2018,Total Voyageurs 2017,Total Voyageurs + Non voyageurs 2017,Total Voyageurs 2016,Total Voyageurs + Non voyageurs 2016,Total Voyageurs 2015,Total Voyageurs + Non voyageurs 2015
Champs - Saint-Bris,87683615,89290,C,1684,1684,3062,3062,2172,2172,3169,3169,3195,3195,7201,7201
Chantenay-Saint-Imbert,87696302,58240,C,11116,11116,7703,7703,6355,6355,7940,7940,7642,7642,7487,7487
Chantonnay,87486332,85110,C,8294,8294,17727,17727,17660,17660,15532,15532,16152,16152,19927,19927
Charleville-Mézières,87172007,8000,B,776821,1038116,1001032,1337743,973619,1301109,1080642,1444131,1079803,1443010,1156793,1545897
Chars,87381194,95750,B,117197,117197,216668,216668,210567,210567,211762,211762,207620,207620,204576,204576
Châteaubriant Tram Train,87590372,44110,C,56599,56599,100608,100608,98200,98200,105333,105333,100208,100208,103290,103290
Châteaudun,87545756,28200,C,85850,107313,119897,149871,97281,121601,100024,125030,98778,123473,109346,136683
Châteauneuf - Bujaleuf,87592105,87460,C,2428,2428,3889,3889,2376,2376,2274,2274,2433,2433,2849,2849
Chaville Rive Droite,87382333,92370,B,1317735,1317735,2409913,2409913,2355862,2355862,2314358,2314358,2233621,2233621,1907117,1907117
Chelles - Gournay,87116111,77500,B,5947634,5947634,10874698,10874698,10902348,10902348,10947125,10947125,10797607,10797607,10591778,10591778
Chemin d'Antony,87546317,92160,B,218873,218873,400187,400187,394028,394028,391171,391171,380440,380440,367722,367722
Cherbourg-en-Cotentin,87444877,50100,A,318696,393452,576122,711262,516083,637140,574314,709030,553961,683903,592294,731228
Chevilly,87543041,45520,C,42337,42337,45655,45655,39508,39508,33060,33060,35606,35606,39457,39457
Chindrieux,87741116,73310,C,16002,16002,23568,23568,20149,20149,20739,20739,15265,15265,15915,15915
Chorges,87763425,5230,C,13473,13473,26500,26500,24056,24056,30826,30826,28090,28090,32345,32345
Clamecy,87696807,58500,C,17143,17143,27041,27041,21852,21852,24943,24943,23797,23797,25616,25616
Clisson,87481440,44190,B,609207,761509,934116,1167645,837855,1047319,843331,1054163,800484,1000605,772288,965360
Compans,87272047,77290,C,20752,20752,38205,38205,40000,40000,39917,39917,41082,41082,40731,40731
Conflans Fin d'Oise,87381459,78700,B,2858401,2858401,5226077,5226077,5328451,5328451,5463185,5463185,5490546,5490546,5483634,5483634
Corbigny,87696617,58800,C,3962,3962,6542,6542,4865,4865,5091,5091,4664,4664,4394,4394
Cormeilles-en-Parisis,87381863,95240,B,2014618,2014618,3683266,3683266,3750496,3750496,3830848,3830848,3843422,3843422,3651596,3651596
Coron de Méricourt,87345132,62680,C,12501,12501,33746,33746,33675,33675,35421,35421,31557,31557,30520,30520
Couëron,87481804,44220,C,33555,33555,56980,56980,46990,46990,37526,37526,32029,32029,32373,32373
Coulanges-sur-Yonne,87696831,89480,C,2880,2880,3880,3880,2401,2401,2507,2507,2812,2812,3208,3208
Courcy - Brimont,87171710,51220,C,20987,20987,20326,20326,18016,18016,18842,18842,20782,20782,21508,21508
Courtalain - Saint-Pellerin,87394494,28290,C,3804,3804,4511,4511,4586,4586,4140,4140,5170,5170,5739,5739
Crépieux la Pape,87723502,69140,C,5478,5478,9378,9378,6463,6463,7130,7130,6194,6194,7511,7511
Crépy-en-Valois,87271593,60800,B,1064830,1331038,1760549,2200687,1683624,2104530,2123053,2653817,1784694,2230868,1570943,1963679
Cugand,87481457,85610,C,14969,14969,12805,12805,11178,11178,11186,11186,8527,8527,5988,5988
Cuinchy,87342410,62149,C,28144,28144,47390,47390,44635,44635,47566,47566,46774,46774,47637,47637
Culoz,87741074,1350,B,151638,189548,260868,326085,205156,256445,230147,287683,221698,277122,222735,278419
Damiatte - Saint-Paul,87615484,81220,C,16042,16042,20332,20332,17446,17446,21096,21096,22814,22814,22436,22436
Dammartin - Juilly - Saint-Mard,87271536,77230,B,543001,543001,992824,992824,1027727,1027727,1002882,1002882,939476,939476,876390,876390
Daours,87315044,80800,C,27157,27157,31699,31699,26769,26769,28859,28859,28036,28036,26913,26913
Dardilly Les Mouilles,87721480,69570,C,21457,21457,23821,23821,23723,23723,19482,19482,19157,19157,11502,11502
Dégagnac,87613174,46340,C,267,267,215,215,151,151,308,308,347,347,352,352
Dettwiller,87212183,67490,B,102216,127770,135859,169824,136948,171185,141697,177122,134122,167653,130471,163089
Deûlémont,87287185,59890,C,147,147,316,316,332,332,390,390,574,574,894,894
Deville,87172064,8800,C,22128,22128,24336,24336,20934,20934,24211,24211,25000,25000,28099,28099
Diemeringen,87215665,67430,B,82982,103728,99722,124653,104237,130296,109674,137092,100927,126159,104021,130026
Dieupentale,87611681,82170,B,84194,84194,92083,92083,78002,78002,104385,104385,99469,99469,97030,97030
Dijon Porte Neuve,87713008,21000,B,103723,129654,127926,159908,133230,166537,146606,183258,144619,180774,149762,187203
Dinan,87478164,22100,C,37277,37277,72293,72293,67398,67398,83213,83213,81345,81345,84903,84903
Dingé,87478040,35440,C,7880,7880,11488,11488,9997,9997,9641,9641,11056,11056,11021,11021
Distroff,87191320,57134,C,17999,17999,16867,16867,18734,18734,23789,23789,24275,24275,25644,25644
Docelles - Cheniménil,87144030,88460,C,5168,5168,5720,5720,4021,4021,5496,5496,5733,5733,5535,5535
Dole,87713412,39100,B,654765,818457,839249,1049061,792855,991069,856029,1070036,809789,1012236,803036,1003796
Dommartin - Lissieu,87721738,69380,C,13235,13235,12140,12140,9959,9959,9114,9114,8849,8849,10901,10901
Dourdan La Forêt,87540179,91410,B,227943,227943,416770,416770,374439,374439,343508,343508,307640,307640,273548,273548
Druye,87571612,37190,C,10637,10637,16989,16989,18357,18357,17107,17107,13999,13999,13438,13438
Durtol - Nohanent,87641449,63830,C,539,539,606,606,347,347,590,590,756,756,502,502
Duttlenheim,87214544,67120,B,122028,152535,185177,231471,164186,205233,163739,204673,161498,201873,162140,202676
Ebersheim,87214106,67600,C,11859,11859,17186,17186,15104,15104,13195,13195,14582,14582,15433,15433
École-Valentin,87710731,25480,C,3854,3854,6069,6069,5684,5684,6386,6386,6236,6236,7012,7012
Écouflant,87484113,49000,C,0,0,0,0,0,0,209,209,1202,1202,1380,1380
Eichhoffen,87214239,67140,C,8899,8899,13322,13322,10526,10526,14473,14473,16648,16648,17520,17520
Éloyes,87144436,88510,C,22178,22178,36583,36583,25630,25630,25110,25110,23985,23985,27749,27749
Ennevelin,87287276,59710,C,601,601,975,975,714,714,471,471,321,321,907,907
Épernon,87394114,28230,B,1045524,1306905,1453371,1816714,1392274,1740343,1456641,1820802,1460910,1826138,1513995,1892494
Épinal,87144006,88000,B,809109,1011386,1117071,1396339,1013669,1267087,1105348,1381686,1081484,1351856,1143705,1429632
Esquelbecq,87281113,59470,B,111606,139507,146409,183011,126270,157838,122084,152605,110199,137749,104612,130765
Étampes,87545137,91150,B,1723318,1723318,3150915,3150915,3096908,3096908,3057162,3057162,2957089,2957089,2848779,2848779
Fère-en-Tardenois,87171371,2130,C,309,309,1578,1578,2558,2558,4762,4762,8619,8619,12074,12074
Ferrières - Fontenay,87684241,45210,C,21354,21354,36147,36147,32070,32070,35639,35639,36797,36797,40794,40794
Firminy,87726729,42700,B,133279,166599,252108,315135,213812,267265,288912,361140,215058,268822,246647,308309
Fismes,87171330,51170,B,168135,210169,188429,235537,184856,231070,205140,256425,195869,244836,199571,249464
Flavy-le-Martel,87296871,2520,C,13303,13303,13988,13988,11848,11848,12315,12315,12559,12559,14706,14706
Flaxlanden,87181040,68720,C,6326,6326,9965,9965,9085,9085,11298,11298,13000,13000,14723,14723
Foix,87611616,9000,B,118940,148675,215707,269634,181705,227132,227901,284877,221001,276252,246977,308721
Fontaine-le-Port,87682427,77590,C,22975,22975,42287,42287,46433,46433,51024,51024,55030,55030,59224,59224
Fontaines - Mercurey,87713586,71150,C,38179,38179,33976,33976,33136,33136,38084,38084,34670,34670,35110,35110
Formerie,87313833,60220,C,9130,9130,10336,10336,7809,7809,7501,7501,6118,6118,6138,6138
Franois,87718304,25770,C,6003,6003,8215,8215,12811,12811,28351,28351,25535,25535,24509,24509
Frévin-Capelle,87342212,62690,C,3906,3906,4836,4836,6540,6540,7935,7935,7961,7961,7262,7262
Fromental,87592360,87250,C,584,584,373,373,330,330,410,410,1042,1042,890,890
Galuzot,87694638,71230,C,10972,10972,7575,7575,3822,3822,2353,2353,2092,2092,2607,2607
Gannes,87313262,60120,C,1782,1782,1790,1790,2805,2805,2269,2269,1408,1408,2426,2426
Gap,87763003,5000,B,155845,194806,292341,365426,294714,368393,357164,446455,344884,431105,357486,446858
Gardonne,87584235,24680,C,21890,21890,22457,22457,38151,38151,43953,43953,37293,37293,33820,33820
Gemeaux,87713842,21120,C,20015,20015,22959,22959,19944,19944,22008,22008,23194,23194,20887,20887
Générac,87775791,30510,C,580,580,801,801,357,357,434,434,218,218,354,354
Givors,87722405,69700,B,511609,639511,820979,1026224,790672,988341,883281,1104102,813588,1016986,817714,1022142
Golfech,87618082,82400,C,0,0,0,0,0,0,565,565,1760,1760,1896,1896
Goncelin,87747477,38570,B,254941,318676,399451,499314,337837,422297,347844,434806,328314,410393,348637,435796
Gonfaron,87755397,83590,C,17023,17023,26393,26393,21017,21017,20367,20367,20036,20036,18252,18252
Graffenstaden,87212241,67400,C,17816,17816,33255,33255,27446,27446,28914,28914,29117,29117,35392,35392
Graffenwald,87181131,68700,C,58023,58023,78248,78248,78592,78592,74572,74572,69576,69576,79337,79337
Grésy-sur-Aix,87746107,73100,C,53176,53176,69592,69592,60119,60119,65582,65582,61292,61292,67310,67310
Grésy-sur-Isère,87741611,73460,C,10781,10781,17257,17257,13601,13601,14508,14508,14268,14268,14943,14943
Guérard - La Celle-sur-Morin,87116269,77580,C,48200,48200,88140,88140,84271,84271,81222,81222,76508,76508,71847,71847
Guingamp,87473207,22200,B,516936,646170,704582,880728,636523,795654,635559,794449,582013,727517,591776,739720
Haguenau,87213058,67500,B,1316770,1645963,1734756,2168445,1646301,2057877,1662901,2078626,1573588,1966985,1594736,1993420
Halte de Fontanil – Lycée de Drap,87565143,6340,B,18730,18730,32827,32827,31377,31377,36186,36186,29718,29718,24618,24618
Herbitzheim,87193672,67260,C,57339,57339,48572,48572,49621,49621,56582,56582,57424,57424,56514,56514
Héricourt,87184507,70400,B,123938,154923,148273,185342,124752,155940,142341,177926,138444,173055,151785,189731
Hermes - Berthecourt,87313585,60370,C,85438,106798,104436,130545,99944,124931,96687,120859,97090,121363,98430,123037
Hochfelden,87212167,67270,B,180350,225438,231331,289164,206165,257706,218011,272514,208774,260968,210098,262622
Hoffen,87213447,67250,C,8548,8548,11441,11441,7030,7030,6809,6809,5683,5683,6123,6123
Hombourg-Haut,87193276,57470,C,6757,6757,10604,10604,7687,7687,9175,9175,5873,5873,4927,4927
Homécourt,87191692,54310,C,16708,16708,30182,30182,25483,25483,31140,31140,32861,32861,28983,28983
Hunspach,87213454,67250,C,2822,2822,3353,3353,3248,3248,2165,2165,5130,5130,6380,6380
Huriel,87641217,3380,C,6,6,26,26,24,24,112,112,150,150,120,120
Irigny Yvours,87722249,69540,C,24067,0,16431,0,2,0,0,0,0,0,0,0
Is-sur-Tille,87713859,21120,B,68254,85318,137104,171380,154136,192670,174961,218702,166581,208226,173034,216293
Issy-les-Moulineaux,87393074,92130,B,1339549,1339549,2449700,2449700,2477283,2477283,2511813,2511813,2500733,2500733,2476163,2476163
Istres,87753418,13800,C,27559,27559,55373,55373,54825,54825,56917,56917,59418,59418,75367,75367
Ivry-sur-Seine,87545301,94200,B,2720129,2720129,4974218,4974218,4987697,4987697,5034584,5034584,4976350,4976350,4899522,4899522
Joué-lès-Tours,87571885,37300,C,40648,40648,59792,59792,54472,54472,58228,58228,59882,59882,64733,64733
Juvisy-sur-Orge,87545244,91260,B,21998701,21998701,40222510,40222510,43157732,43157732,42199755,42199755,40463299,40463299,38614086,38614086
La Barre Ormesson,87271171,95170,B,1617889,1617889,2958201,2958201,2929551,2929551,2884526,2884526,2938751,2938751,2978869,2978869
La Bernerie-en-Retz,87481267,44760,C,24445,24445,30187,30187,23817,23817,22179,22179,15663,15663,8984,8984
La Bonneville-sur-Iton,87387142,27190,C,4318,4318,5879,5879,6705,6705,10923,10923,10024,10024,8913,8913
La Borne Blanche,87276287,60560,C,95188,95188,168264,168264,175718,175718,187219,187219,192996,192996,203215,203215
La Brohinière,87471094,35360,C,8610,8610,12887,12887,11065,11065,14145,14145,15866,15866,17421,17421
La Celle-Saint-Cloud,87382432,78170,B,1143181,1143181,2090228,2090228,2080360,2080360,2077227,2077227,2036429,2036429,2006487,2006487
La Chapelle-sur-Loire,87571802,37140,C,1519,1519,1931,1931,1791,1791,1927,1927,2174,2174,2568,2568
La Clayette - Baudemont,87694737,71800,C,22176,22176,26913,26913,24523,24523,21946,21946,25456,25456,29159,29159
Ablon-sur-Seine,87545269,94480,B,797009,797009,1457253,1457253,1462108,1462108,1471462,1471462,1453063,1453063,1427319,1427319
La Ferté-Alais,87681452,91590,B,215192,215192,393534,393534,420283,420283,451160,451160,474134,474134,496233,496233
Aéroport Charles de Gaulle 2 TGV,87271494,95700,A,7665251,7770624,15227840,15484328,14907773,15155766,14649835,14898232,13534634,13747460,12976556,13180740
La Ferté-Bernard,87396325,72400,B,152391,190489,288558,360698,286134,357667,322483,403104,329562,411953,354288,442860
Agay,87757559,83530,C,15390,15390,22284,22284,15093,15093,14154,14154,19240,19240,19121,19121
La Frette - Montigny,87381871,95530,B,472350,472350,863960,863960,875843,875843,890871,890871,888918,888918,894694,894694
Agde,87781278,34300,B,394380,492975,542288,677860,588297,735372,697091,871364,660656,825820,662516,828146
La Guerche-sur-l'Aubois,87576470,18150,C,32199,32199,36367,36367,28453,28453,31303,31303,29628,29628,27400,27400
Agonac,87595157,24460,C,3271,3271,2538,2538,1492,1492,1583,1583,1134,1134,1127,1127
La Hume,87582635,33470,B,94411,118014,151361,189202,125580,156975,122964,153705,119166,148957,126981,158726
Aiguebelle,87741256,73220,C,62936,62936,80418,80418,76441,76441,77759,77759,69078,69078,67365,67365
La Hutte Coulombiers,87396093,72130,C,8862,8862,17621,17621,14966,14966,15499,15499,13864,13864,16714,16714
Aimargues,87775833,30470,C,3752,3752,1034,1034,445,445,230,230,159,159,86,86
La Loupe,87394254,28240,B,319998,399998,384503,480629,350924,438656,360154,450193,359163,448954,365054,456318
Aix-les-Bains le Revard,87741132,73100,B,988929,1236162,1515076,1893845,1287574,1609468,1370409,1713011,1295717,1619647,1299301,1624127
La Penne-sur-Huveaune,87751743,13821,C,46980,46980,68514,68514,65286,65286,75227,75227,66088,66088,53456,53456
Albi,87615005,81000,B,287025,358781,415630,519537,368147,460184,432819,541024,392651,490814,412872,516090
La Ricamarie,87726703,42150,C,5261,5261,10351,10351,7720,7720,9797,9797,9443,9443,11867,11867
Alençon,87444711,61000,B,232970,291213,400220,500276,370206,462758,408691,510863,393130,491412,434601,543251
La Rivière de Mansac,87594416,19520,C,66,66,263,263,177,177,339,339,228,228,89,89
Allassac,87594234,19240,C,15856,15856,23411,23411,18504,18504,16670,16670,14697,14697,16854,16854
La Souterraine,87592378,23300,B,104126,130158,190754,238442,179872,224841,200013,250017,186234,232792,194093,242616
Alouette France,87581793,33600,B,185309,231636,303363,379203,226428,283035,206973,258716,185087,231359,191807,239759
La Teste-de-Buch,87582643,33260,B,256383,320479,385974,482468,336431,420539,344846,431058,321391,401739,337360,421700
Ambazac,87592311,87240,C,25184,25184,27893,27893,25961,25961,30597,30597,31750,31750,34127,34127
La Verpillière,87723395,38290,B,607146,758932,937186,1171483,850344,1062930,832502,1040627,735227,919034,750245,937806
Amilly Ouerray,87394205,28300,C,24910,24910,26442,26442,23309,23309,23907,23907,25333,25333,23290,23290
Lachaud Curmilhac,87731828,43013,C,985,985,1425,1425,2247,2247,1263,1263,903,903,879,879
Amplepuis,87721035,69550,B,206265,257831,317136,396420,276412,345515,317836,397295,298064,372581,289331,361664
L'Aigle,87444638,61300,B,99820,124775,150610,188262,134750,168438,138322,172903,136643,170803,126755,158444
Anché - Voulon,87575332,86700,C,7457,7457,9770,9770,8847,8847,9727,9727,11143,11143,13583,13583
Laillé,87471144,35890,C,10753,10753,16302,16302,14529,14529,17846,17846,23001,23001,24140,24140
Angers Maître École,87484048,49000,C,18317,18317,23126,23126,16070,16070,12708,12708,12663,12663,16649,16649
Lamballe,87473108,22400,B,348871,436089,493303,616629,444534,555668,440120,550151,419407,524259,415735,519668
Arcachon,87582668,33120,B,772522,965652,1085934,1357418,907838,1134798,910395,1137993,792957,991196,805161,1006452
Lamothe-Landerron,87582882,33190,C,2176,2176,2617,2617,2429,2429,2823,2823,3331,3331,3541,3541
Arches,87144410,88380,C,40349,40349,64056,64056,51087,51087,53916,53916,52117,52117,58746,58746
Lamothe-Montravel,87584151,24230,C,4349,4349,2920,2920,3147,3147,5069,5069,6315,6315,6628,6628
Arenc Euroméditerranée,87580340,13007,C,35506,35506,56897,56897,42045,42045,19702,19702,15652,15652,20319,20319
Lamotte-Beuvron,87543140,41600,B,138915,173643,190629,238286,180962,226203,187384,234230,191277,239096,202074,252593
Argentan,87444539,61200,B,175602,219503,294691,368363,274448,343060,298107,372634,291798,364748,310239,387799
Langogne,87734350,48300,C,20007,20007,28294,28294,25211,25211,30735,30735,29672,29672,26222,26222
Arles,87753657,13200,B,358566,505022,690306,972262,646535,910613,715084,1007160,677260,953887,688498,969716
Lannion,87473223,22300,B,157795,197244,222479,278099,192072,240091,191738,239673,175940,219925,170323,212904
Arnèke,87281121,59285,B,87107,108883,127818,159773,120466,150582,126380,157975,124209,155262,117986,147483
Laragne-Montéglin,87763755,5300,C,9031,9031,17947,17947,20265,20265,24952,24952,24148,24148,24927,24927
Artix,87672212,64170,C,30597,30597,42665,42665,33858,33858,40928,40928,38017,38017,41904,41904
L'Ariane La Trinité,87751529,6340,C,15559,15559,31204,31204,23898,23898,23129,23129,17609,17609,14802,14802
Ascq,87286864,59650,C,9877,9877,16603,16603,18741,18741,17590,17590,14407,14407,14630,14630
Le Bugue,87595744,24260,C,6303,6303,11454,11454,10156,10156,13123,13123,13423,13423,12367,12367
Aubazines - Saint-Hilaire,87594465,19190,C,5011,5011,8137,8137,6662,6662,8054,8054,7895,7895,8467,8467
Le Croisic,87481788,44490,B,77541,96927,116085,145106,103756,129695,113864,142330,105241,131551,97105,121382
Aubiat,87734111,63260,C,5053,5053,8809,8809,7945,7945,6420,6420,4849,4849,4419,4419
Le Dorat,87592543,87210,C,14433,14433,19196,19196,17164,17164,21886,21886,25037,25037,26369,26369
Aubigny-au-Bac,87345447,59265,C,25519,25519,50636,50636,44209,44209,47944,47944,49293,49293,52267,52267
Le Fauga,87611046,31410,C,47824,47824,51144,51144,52728,52728,62201,62201,53867,53867,57731,57731
Auboué,87191684,54580,C,1568,1568,2608,2608,1839,1839,2186,2186,3420,3420,4747,4747
Le Mée-sur-Seine,87682179,77350,B,1305061,1305061,2386412,2386412,2428170,2428170,2458895,2458895,2449483,2449483,2431688,2431688
Auffay,87415158,76720,B,159577,199471,214793,268491,197127,246409,188636,235795,186549,233186,197756,247195
Le Pénity,87473553,22850,C,3235,3235,2752,2752,3098,3098,3028,3028,2742,2742,2809,2809
Aulnay-sous-Bois,87271411,93600,B,13389057,13389057,24479374,24479374,24831698,24831698,24926269,24926269,24327097,24327097,23726233,23726233
Le Poirier Université,87343210,59125,B,74327,92909,176451,220564,158245,197807,155320,194150,134365,167957,146596,183246
Avesnes-sur-Helpe,87295733,59440,B,111552,139440,170792,213490,153358,191697,165722,207153,160636,200795,181071,226339
Le Rouget,87645192,15290,C,3554,3554,6155,6155,9298,9298,11043,11043,12407,12407,14420,14420
Avrechy,87313296,60130,C,3772,3772,5073,5073,6801,6801,6887,6887,6980,6980,7219,7219
Le Stade,87381095,92700,B,1354595,1354595,2477161,2477161,2212788,2212788,2307206,2307206,2430476,2430476,2537738,2537738
Aytré Plage,87437806,17440,C,7205,7205,11310,11310,9352,9352,11792,11792,12485,12485,13118,13118
Lentilly Charpenay,87566919,69210,B,124739,155924,227003,283754,211712,264640,222334,277917,182763,228454,155351,194189
Babinière,87590349,44240,B,34528,34528,65168,65168,93097,93097,114818,114818,107295,107295,96983,96983
Lérouville,87175240,55200,C,6658,6658,8591,8591,7383,7383,6023,6023,4815,4815,5307,5307
Baccarat,87141416,54120,B,86853,108566,128406,160508,116842,146052,129480,161851,134114,167642,145136,181420
Les Deux Jumeaux,87677104,64700,C,23722,23722,32774,32774,21101,21101,24654,24654,21850,21850,22642,22642
Bagneaux-sur-Loing,87684191,77167,C,16051,16051,29663,29663,57849,57849,114246,114246,223786,223786,439600,439600
Les Eyzies-de-Tayac-Sireuil,87595736,24620,C,10521,10521,20871,20871,17280,17280,21489,21489,22584,22584,21824,21824
Baillargues,87773457,34670,B,166854,166854,188711,188711,156311,156311,174582,174582,146538,146538,127626,127626
Les Lacs,87471516,35500,C,13488,13488,16383,16383,14661,14661,14078,14078,12276,12276,13065,13065
Bains-les-Bains,87144147,88240,C,1965,1965,2801,2801,2384,2384,3047,3047,3918,3918,4001,4001
Les Longevilles-Rochejean,87715227,25370,,239,239,834,834,666,666,845,845,637,637,665,665
Ballancourt-sur-Essonne,87681437,91610,B,265484,265484,485406,485406,498440,498440,515230,515230,521401,521401,525543,525543
Les Moutiers-en-Retz,87481259,44580,C,15453,15453,20176,20176,14809,14809,13334,13334,11809,11809,7070,7070
Ballan-Miré,87571604,37510,C,28881,28881,44366,44366,38016,38016,36096,36096,33804,33804,38356,38356
Les Mureaux,87386680,78130,B,2304146,2304146,4212499,4212499,4169211,4169211,4152039,4152039,4054618,4054618,3943190,3943190
Bandol,87755223,83150,B,220175,275219,324916,406146,304322,380402,340862,426078,315616,394520,306604,383255
Les Noues,87276238,95190,B,798488,798488,1461270,1461270,1539584,1539584,1618916,1618916,1674500,1674500,1724995,1724995
Bantzenheim,87182840,68490,C,4662,4662,7285,7285,8034,8034,9423,9423,10091,10091,10914,10914
Les Pavillons-sous-Bois,87113852,93320,B,930421,930421,1701182,1701182,1683059,1683059,1673494,1673494,1629471,1629471,1580346,1580346
Batz-sur-Mer,87481770,44740,C,11761,11761,15922,15922,12216,12216,11675,11675,9851,9851,8915,8915
Les Ramassiers,87353581,31000,C,10162,10162,9323,9323,6410,6410,6006,6006,9779,9779,12025,12025
Bayard,87175133,52170,C,193,193,981,981,2074,2074,1296,1296,1730,1730,2037,2037
Les Sables-d'Olonne,87486449,85100,B,287073,358842,416103,520129,386709,483387,413973,517466,395451,494313,392972,491215
Bayonne,87673004,64100,A,660529,742168,948134,1065319,829006,931467,901165,1012545,800871,899855,839085,942793
Les Salelles,87783514,48230,C,17,17,18,18,1,1,2,2,0,0,1,1
Baziège,87611723,31450,C,52111,52111,55961,55961,50573,50573,68316,68316,67474,67474,74680,74680
Les Versannes,87595702,24330,C,813,813,1600,1600,1699,1699,2885,2885,2641,2641,1688,1688
Beaucaire,87775023,30300,C,17161,17161,6521,6521,7446,7446,9383,9383,8729,8729,9525,9525
Lesparre-Médoc,87581314,33340,C,74228,74228,107129,107129,86740,86740,81733,81733,64273,64273,70651,70651
Beaumont-le-Roger,87387183,27170,C,6269,6269,12520,12520,13543,13543,14013,14013,12102,12102,12389,12389
L'Estaque,87751602,13016,C,45211,45211,76570,76570,60832,60832,76554,76554,65513,65513,64348,64348
Beautiran,87582700,33640,B,189370,236712,275136,343921,235945,294931,220784,275980,202064,252580,178820,223526
Lestelle-de-Saint-Martory,87611111,31360,C,517,517,312,312,273,273,867,867,1146,1146,1710,1710
Bellac,87592485,87300,C,16307,16307,26216,26216,23075,23075,34347,34347,36090,36090,32527,32527
L'Étang-la-Ville,87382473,78620,B,286427,286427,523719,523719,518147,518147,516572,516572,503902,503902,487170,487170
Bellegarde-sur-Valserine,87745000,1200,B,775242,969052,1305663,1632078,1151476,1439345,1352028,1690035,1359050,1698813,1419005,1773757
Leucate La Franqui,87781088,11370,C,63919,63919,68400,68400,53643,53643,65525,65525,58874,58874,61925,61925
Belleville,87141804,54940,C,17494,17494,25006,25006,23040,23040,28306,28306,28504,28504,28800,28800
Libourne,87584052,33500,B,986092,1232616,1468974,1836217,1239181,1548977,1329200,1661500,1317070,1646338,1286991,1608739
Belz - Ploemel,87476408,56550,C,1375,1375,1586,1586,1127,1127,450,450,1078,1078,1187,1187
Limeray,87574335,37530,C,7270,7270,6352,6352,6059,6059,7245,7245,7486,7486,7109,7109
Bena Fanes,87784892,66760,C,23,23,78,78,33,33,4,4,10,10,2,2
Limoges Bénédictins,87592006,87000,A,1002380,1252976,1589836,1987295,1458785,1823482,1696236,2120295,1643729,2054661,1711530,2139413
Bergerac,87584268,24100,B,199226,249033,185431,231789,271436,339295,297352,371690,275003,343754,289479,361849
Limoux Flassian,87598755,11300,C,4693,4693,3796,3796,1621,1621,2020,2020,2040,2040,4224,4224
Berlaimont,87295808,59145,C,8730,8730,19722,19722,17711,17711,18551,18551,15493,15493,19691,19691
Lison,87447219,14330,B,95100,118875,170736,213420,190364,237956,223467,279334,209488,261860,227865,284832
Bersac-sur-Rivalier,87592352,87370,C,3064,3064,4347,4347,4566,4566,5126,5126,5404,5404,4818,4818
Lizy-sur-Ourcq,87116632,77440,B,202227,202227,370060,370060,362132,362132,356523,356523,344061,344061,329876,329876
Bertrichamps,87141424,54120,C,3434,3434,3894,3894,3502,3502,3521,3521,4560,4560,5641,5641
Loches,87571471,37600,B,196188,245235,231758,289698,220117,275147,214429,268036,222283,277853,224545,280681
Besançon Franche-Comté TGV,87300863,25870,A,349723,397413,657453,747106,641643,729140,712656,809837,682900,776023,689453,783470
Loison-sous-Lens,87345231,62218,C,7162,7162,15112,15112,14600,14600,15199,15199,11559,11559,15488,15488
Besançon Mouillère,87718015,25000,C,52359,65449,80798,100998,76137,95171,92077,115096,83461,104326,96710,120887
Longueville,87116137,77650,B,450653,450653,824175,824175,816896,816896,818352,818352,800623,800623,780859,780859
Béthune,87342006,62400,B,1134785,1418482,1838636,2298296,1744515,2180644,1844883,2306104,1775966,2219957,1827943,2284929
Lons-le-Saunier,87718239,39000,B,255434,319292,339975,424969,327804,409755,371572,464465,343976,429971,354204,442755
Bigny,87576306,18190,C,79,79,358,358,1061,1061,1996,1996,1920,1920,2098,2098
Luant,87597096,36350,C,655,655,107,107,30,30,268,268,755,755,924,924
Bischheim,87212308,67800,C,32597,32597,52507,52507,46267,46267,45637,45637,47310,47310,43357,43357
Luchon,87611236,31110,C,22939,22939,28744,28744,23722,23722,31900,31900,35488,35488,42046,42046
Bitschwiller-lès-Thann,87182576,68620,C,29187,29187,36084,36084,32939,32939,35640,35640,33589,33589,37642,37642
Luc-la-Primaube,87615773,12450,C,5253,5253,6669,6669,4749,4749,5014,5014,4560,4560,5019,5019
Blainville - Damelevières,87141135,54360,B,177687,222109,251380,314225,246147,307683,264277,330346,279193,348991,295781,369727
Lunas,87781575,34650,C,108,108,299,299,182,182,158,158,111,111,81,81
Blanzy,87694612,71450,C,21322,21322,13853,13853,7317,7317,6130,6130,5586,5586,7439,7439
Lure,87185249,70200,B,165998,207498,194929,243662,169657,212071,189508,236885,174734,218418,196701,245876
Bléré - La Croix,87574475,37150,B,101869,127337,145603,182004,139736,174670,139181,173976,127815,159769,128280,160351
Lus-la-Croix-Haute,87747667,26620,C,3261,3261,5455,5455,4526,4526,5880,5880,5329,5329,5950,5950
Bollène La Croisière,87764357,84500,B,87212,87212,134248,134248,115731,115731,136888,136888,129801,129801,142446,142446
