Nom de la gare,2020,2019,2018,2017,2016,2015
La Roche-sur-Foron,245508,371253,344195,380270,372662,374750
La Taye,8999,10950,11314,13316,13412,13670
La Tour-du-Pin,592483,894864,844473,862522,847323,820231
La Valbonne,128045,201648,180282,195194,183082,187822
Labarthe-Inard,230,149,230,926,1310,962
Labège Village,8161,11329,9169,11923,13774,18291
Lacelle,870,1118,918,1212,777,854
Laifour,12463,13098,13466,13866,14169,15579
Laissac,504,1477,1688,2033,1588,1612
Laissey,15728,16678,13102,14954,13604,12249
Lamanon,22952,39147,30637,31118,26519,24474
Landrecies,11742,20066,17320,18718,18121,18448
Lantenay,11780,13643,13520,14142,13492,14812
Laqueuille,4694,5991,4582,5552,6937,7770
Larche,13,44,16,109,67,280
Lardenne,10484,11783,14783,17190,16736,17025
Lauterbourg,15414,25742,21638,24950,22610,23136
Laval-de-Cère,338,412,584,533,576,627
Laveline-devant-Bruyères,3175,5376,11298,14006,13068,10706
Lavilletertre,8309,11988,13502,16843,19806,20267
Le Breuil-sur-Couze,24702,28746,20625,23247,21098,20173
Le Buisson-de-Cadouin,23717,36727,43165,49851,47744,52212
Le Chambon-Feugerolles,16223,34013,28741,32783,27640,33520
Le Coudray-Montceaux,47794,87387,89144,91802,92545,93102
Le Creusot - Montceau-les-Mines - Montchanin TGV,393139,691000,688741,732662,723396,750269
Le Grand Jardin,15895,29111,27263,30546,23684,23324
Le Luc - Le Cannet,33909,47512,37872,43411,42798,38783
Le Mans,2781897,4945609,4916622,5314986,5143229,5282858
Le Perray-en-Yvelines,391241,715156,733118,754939,761212,764750
Le Quesnoy,304744,424490,393995,396415,371186,406807
Le Teil,3311,8047,4794,1967,4536,9167
Le Thor,23166,39760,38304,44403,42567,49717
Le Trayas,6186,7145,3821,4583,5471,6564
Lépanges,570,1703,3741,4271,4202,5395
Les Aubrais,888807,1592924,1585092,1666961,1620529,1694525
Les Boullereaux Champigny,1547173,2828851,2834780,2831014,2779423,2717615
Les Cabrils,144,221,110,107,75,92
Les Coquetiers,574067,1049625,1064397,1072490,1063744,1050903
Les chets,83453,160821,146987,162984,149484,142775
Les Essarts-le-Roi,432112,789251,820436,856897,879511,896622
Les Houches,14700,19061,19264,22584,22390,19240
Les Moussoux,1547,3100,3009,2507,2371,2264
Les Ormes,2261,2882,2501,2828,2355,3146
Les Pélerins,3262,3969,4505,7626,6921,3717
Les Quatre Roues,276,309,36,76,594,2303
Les Saules,682114,1247139,1281314,1318722,1333471,1345018
L'Escarène,17737,36730,31953,33789,24023,21104
Lesquin,102760,181001,167601,187268,173908,175318
L'Hermitage - Mordelles,30059,45614,38393,39823,41127,41392
L'Hôpital-du-Grosbois,18707,20152,16125,17964,17010,17095
Liévin,33409,52898,47261,46384,36854,37700
Ligugé,8284,9088,6316,5552,4968,5478
Lille Flandres,13906563,21809569,19284090,19793630,18418490,18780587
Limay,367452,671707,630158,592489,544316,532193
Limersheim,65038,100755,95107,88136,82384,86933
Lisieux,662324,1152606,1070435,1154817,1105959,1134152
Longages - Noé,77042,102160,85589,105821,99801,103280
Longueau,285493,475674,439365,460088,446487,468219
Lorient Bretagne Sud,962917,1390474,1222341,1243102,1165951,1184731
Lorraine TGV,258584,601834,583523,683277,616699,647339
Loulay,1553,2337,1071,613,1245,984
Louverné,100,158,968,1006,1001,1609
Lunel,386217,513854,629093,794211,779273,773282
Lurbe-Saint-Christau,1443,2048,1201,1854,851,0
Lusignan,31615,51159,42193,45138,42441,44928
Lyon Part Dieu,19541666,32587523,32555240,34874317,32525629,32411748
Macau,34157,55197,44811,36127,27088,36058
Magalas,3285,3518,3982,3561,2268,2018
Malansac,30972,37905,31400,28905,26645,26583
Malling,9,30,11,8,13,42
Marchezais - Broué,115870,204645,207254,231517,245220,291724
Mareil-Marly,29264,53506,58655,64132,69257,74243
Maresquel-Ecquemicourt,1,0,15,165,571,711
Mareuil-sur-Ourcq,62353,114428,105590,104482,98799,90117
Margaux,27822,38867,27648,23835,21388,27136
Margival,0,1,1,1,10,37
Marignier,116703,146796,131087,133079,110740,99742
Marle sur Serre,44179,51637,49286,53603,53784,56228
Marles-en-Brie,230142,421062,403995,392981,373661,354368
Marlieux - Châtillon,78631,119224,102360,106378,96291,100901
Marne-la-Vallée Chessy,2492919,5432886,5996489,6009276,5418784,5443822
Marseille Saint-Charles,9569704,14629257,13681361,14450431,13544008,13686954
Martres-Tolosane,24473,26839,18094,22694,24474,24089
Marvejols,9125,15747,21787,25742,29945,33040
Massérac,1210,7720,10227,8028,8415,11547
Masseret,4637,5767,4757,5467,4781,6345
Massiac - Blesle,24066,30084,29593,31636,30153,36218
Maurecourt,284064,519455,539598,562963,575732,573999
Mauves-sur-Loire,10727,20802,18128,18573,16388,16069
Mauzens-et-Miremont,199,554,421,334,418,804
Meaux,5193862,9490751,9260830,9061287,8698195,8321142
Mennetou-sur-Cher,1931,2136,2511,2170,1780,2167
Menton,1106504,1935727,1704152,1846053,1612481,1573073
Mérenvielle,41922,51200,61334,73088,63399,54960
Méry-sur-Oise,366723,670612,675032,648598,643575,636775
Messac - Guipry,192045,266882,228442,245555,245557,253292
Mesvres,3184,2172,2285,2694,2472,2974
Meudon,607783,1111888,1163411,1215518,1248717,1275747
Meurchin,34147,75042,66272,66424,64637,66669
Meymac,15341,21029,17328,18350,18281,21825
Mignaloux - Nouaillé,1869,2661,1697,2271,3942,4927
Mitry - Claye,1615814,2950501,3054942,3079825,3039545,2989451
Mohon,5904,13533,12387,17574,13664,17313
Moirans La Galifette,120156,203615,163353,143683,110020,109829
Molsheim,1221223,1584090,1552953,1605601,1564791,1552148
Mont de Terre,452,2950,3589,3407,3484,2826
Montaigut-le-Blanc,391,1341,1277,1462,1515,1376
Montauban Ville Bourbon,835407,1048385,967481,1147797,1105851,1121171
Montaut Bétharram,157,439,246,361,180,414
Montbard,265249,370420,362914,417551,407087,423669
Montbazon,7924,11899,9948,9619,11089,12330
Montbré,1355,2655,2609,3307,3668,3103
Montendre,23555,45974,39578,38497,30199,35834
Montescourt-Lizerolles,10896,12805,13215,17121,15710,17477
Montfort-le-Gesnois,10933,34150,42605,45537,48805,50736
Montfort-sur-Meu,291403,417962,361647,344458,321844,317441
Montigny-en-Ostrevent,95958,170115,161704,177849,175773,189412
Mont-Louis - La Cabanasse,49246,77862,82084,86734,88502,92439
Montoir-de-Bretagne,22570,37489,21635,13949,12574,11588
Montpaon,115,268,192,254,329,530
Montpellier Sud de France,1013031,908651,410346,0,0,0
Montrichard,67643,89033,79629,84078,76917,74869
Montville,107338,139489,137586,140096,143585,149546
Mothern,2617,4919,3323,3462,3894,4910
Motteville,61279,89599,82013,83730,82711,94628
Moulin Galant,346339,633274,685764,747525,798564,849126
Moult - Argences,42302,65037,52825,54219,50359,52358
Mulhouse Dornach,118983,183583,168440,174344,167823,174714
Mulhouse Musées,0,0,0,0,0,0
Mullerhof,6121,8058,6052,7022,7271,8688
Munchhausen,2518,4481,2943,2877,3908,3784
Mundolsheim,41411,69281,65929,68210,79492,73530
Munster Badischhof,10721,11730,9959,8514,7684,11186
Murat,11931,13215,16401,18840,18669,21430
Muret,657802,736364,647461,817425,844200,953207
Nangis,585182,1070109,1052937,1044995,1013938,979933
Nantes,8047221,12961997,11811037,11877861,11048763,10747895
Nanteuil-le-Haudouin,246534,436518,410324,409721,379607,394356
Nantiat,13508,16700,14570,18904,19632,19161
Neuilly-lès-Dijon,3340,5242,7052,29492,29320,29090
Nevers,559625,876999,818644,880368,831561,875783
Nevers Le Banlay,61090,45742,47715,52362,47888,44787
Nexon,46283,61162,47463,48563,50427,48459
Nice,5221606,9517119,8415150,9028045,8030193,8394842
Nice Riquier,1520804,2512599,2116248,2225085,1795171,1808679
Niort,805350,1233309,1166545,1255491,1269730,1234566
Nux-les-Mines,60420,95971,89094,99258,97624,109714
Nogent-sur-Vernisson,33275,48845,43458,45666,46067,44440
Noyal - Acigné,141669,216068,167904,144860,138660,143357
Nozières - Brignon,10869,12945,12094,10497,8892,7330
Nyer,32,113,96,177,236,119
Obernai,493365,691394,631775,663806,639768,648453
Objat,5336,7364,4329,6852,5695,7532
Oermingen,22606,25491,30956,34756,36005,37456
Ollioules - Sanary-sur-Mer,244590,359553,336111,355715,318763,312150
Orangis Bois de l'pine,1382172,2527170,2521689,2526178,2482220,2425727
Orly Ville,985893,1802642,1825457,1846200,1835153,1814964
Ors,270,792,523,141,226,231
Oulchy - Breny,0,812,1376,1052,2251,2813
Pagny-sur-Moselle,249760,350240,337660,308256,312330,345327
Pamiers,178137,295200,267380,345524,341778,354474
Pamproux,5611,9903,6539,5132,6859,7432
Paris Est,21987629,41240098,39301206,38455354,35820125,34919689
Paris Montparnasse,35162417,61374035,59174531,57752741,55162747,55167519
Peltre,19134,27544,25365,26189,29581,33283
Périgueux Saint-Georges,471,206,731,1689,1049,1348
Pernes - Camblain,2820,19542,18796,22198,23632,21222
Perrignier,37640,52922,43735,56060,50523,57082
Pers,207,121,57,163,413,411
Petit-Croix,16419,18014,12121,12130,16124,23786
Pezou,1136,1788,1513,2000,2721,2410
Pibrac,81695,100582,107356,132653,140127,154145
Picon Busserine,4073,5253,3197,8841,10309,10906
Plaisir - Les Clayes,528292,964713,1031961,1097193,1152074,1203531
Plestan,5232,7316,7344,8831,7570,6030
Plougonver,3700,4433,4315,3960,5069,5149
Plouigneau,841,1301,907,1096,1322,1204
Podensac,71428,89635,73778,67707,65233,69241
Poitiers,1897571,3217576,3010346,3189495,2933905,3058508
Poix-de-Picardie,72017,100866,101516,111291,104575,99111
Poligny,82738,95413,76978,86711,77485,80386
Polliat,4945,7407,5416,6519,5775,6422
Pompadour,843,1816,3018,7890,8892,10996
Pons,16113,30263,25663,25210,18810,26179
Pont de Briques,1501,3964,3210,3307,3704,4158
Pont de la Deûle,13177,19152,17724,19305,19886,23457
Pont--Vendin,51875,82222,74389,80989,71944,69868
Pont-de-l'Arche,6016,8975,7213,7658,8840,10860
Pont-Melvez,5599,5800,3372,2755,3634,3649
Pontorson - Mont-Saint-Michel,17813,16749,17539,21439,21421,24136
Pont-Sainte-Maxence,595440,845482,779736,842384,822315,836052
Porchefontaine,479100,875987,902371,933001,946641,956155
Port Boulet,88569,123623,111210,112723,116452,120459
Porta,1,6,19,14,96,1
Pougny - Chancy,4243,6067,5158,3988,3502,2128
Prades - Molitg-les-Bains,4349,2701,2780,5209,4925,4797
Praye sous Vaudémont,863,841,850,1918,2578,2548
Prouvy - Thiant,878,1246,904,1160,834,828
Provins,374081,683609,696157,710305,709649,708317
Puget-Ville,14026,17979,16446,18586,16824,15366
Puybrun,715,1084,753,916,1325,1505
Rang-du-Fliers - Verton - Berck,177052,276766,239500,258947,244236,256857
Ranguin,48598,76307,58424,22586,60102,62154
Reignac-sur-Indre,23223,35201,42591,43920,48974,49890
Reims,2551210,3820119,3643133,3966061,3751481,3884021
Reims Maison Blanche,56436,74693,60440,52332,40332,37825
Remy,7776,8537,6632,8298,7786,7048
Rennes,7431788,11588429,10418643,10381870,9411458,9437542
Rezé Pont Rousseau,115148,184589,176216,163440,147178,113131
Ribécourt-Dreslincourt,87888,94451,91803,99963,97580,102379
Rive-de-Gier,419682,708038,658605,692933,658475,658702
Rognac,154490,221956,205256,229253,222997,240424
Rolleville,162,1279,1263,1980,1795,910
Romanèche-Thorins,26448,44326,36632,38947,37297,37227
Romans - Bourg-de-Péage,247897,408945,335904,404736,370401,368948
Romorantin-Lanthenay,96061,119781,95950,87617,85635,91970
Rosa Parks,4943168,9038087,9029393,9065994,8923180,0
Roscoff,6737,15774,28468,42497,31926,30629
Rosières-en-Santerre,81265,111004,103309,111380,119012,124958
Rosny-sous-Bois,3231304,5908117,5829896,5754371,5579980,5384161
Roumazières-Loubert,360,2372,3106,6588,7623,8146
Rue,82576,105527,99067,111598,104876,112566
Russ Hersbach,54688,63451,62414,68659,69828,68740
Saillagouse,2307,1934,1514,1487,1368,1847
Saillat - Chassenon,2102,4624,2657,1644,1632,1865
Saincaize-Meauce,1543,519,909,1823,2364,2798
Saint-Agnan,1506,1410,933,1206,966,1128
Saint-Amarin,42380,51487,56337,63083,59559,62487
Saint-Armel,2892,3120,2828,1909,7797,12016
Saint-Aubin - Saint-Luperce,14947,18501,14033,12809,16298,17792
Saint-Chély-d'Apcher,51956,44600,37726,33932,36039,36898
Saint-Christophe-Vallon,3433,5509,5040,6159,6298,7273
Saint-Cyr-l'cole,2587492,4730879,4862074,5019441,5088041,5152121
Saint-Denis,17575917,32141497,32855279,33275543,32732352,32140562
Saint-Denis-de-Pile,24752,36759,27509,25184,24098,24944
Saint-Dizier,119594,200921,182880,215717,218749,230626
Sainte-Cécile-d'Andorge,831,1044,982,989,1370,1303
Sainte-Foy-la-Grande,132836,134092,171919,185582,173923,178669
Sainte-Maure - Noyant,64969,100761,97445,91678,90896,97641
Saint-tienne Carnot,73450,138860,111406,130599,126283,143493
Saint-tienne Châteaucreux,1776534,3728728,3387131,3611638,3362571,3194896
Saint-Florentin - Vergigny,45126,75902,60389,68828,64391,68353
Saint-Fons,48401,71582,54319,58406,56504,59334
Saint-Gaudens,156290,199283,181915,264854,257282,275238
Saint-Georges-de-Commiers,1928,2914,2002,2083,1896,8558
Saint-Germain - Saint-Rémy,0,0,44,2,60,476
Saint-Germain-des-Fossés,94690,128610,111599,127498,127026,126217
Saint-Gratien,1454020,2658478,2752077,2857361,2909515,2948463
Saint-Hilaire - Brizambourg,201,376,306,316,519,378
Saint-Jean-Pied-de-Port,25802,62202,50058,54553,53424,39027
Saint-Laurent-du-Var,518192,858618,702731,727699,576583,581727
Saint-Laurent-en-Grandvaux,14777,15068,12442,17453,16952,16064
Saint-Léger-sur-Dheune,11019,10019,5537,5232,5359,7003
Saint-Léonard,1435,4653,10002,12313,11314,11573
Saint-Lothain,2787,2811,4255,4490,5279,4154
Saint-Louis La Chaussée,40765,64290,56334,59654,60504,52769
Saint-Macaire,11572,15852,13681,12037,11496,10543
Saint-Marcellin,346192,552928,476660,534373,471767,479187
Saint-Martin du Touch,8299,11811,7464,8436,7654,8637
Saint-Martin-du-Vivier,0,3691,4133,5583,5505,5394
Saint-Martory,3550,1634,1819,3906,2707,2770
Saint-Mathurin-sur-Loire,64069,109370,101784,100274,95842,98549
Saint-Maurice-de-Beynost,123255,198063,178954,183626,157458,140685
Saint-Médard-sur-Ille,32013,38691,33338,43477,43871,46537
Saint-Michel-sur-Meurthe,2379,2892,3095,3562,2897,2591
Saint-Michel-sur-Orge,1896118,3466862,3439611,3427512,3345767,3252456
Saint-Pé-de-Bigorre,97,303,345,1608,1484,2371
Saint-Péray,1051,1797,3080,1864,1609,1681
Saint-Pierre-d'Albigny,80062,122670,107951,123836,115889,120717
Saint-Pierre-de-Chignac,117,68,588,393,42,28
Saint-Pol-de-Léon,1173,4775,11471,14305,13486,12652
Saint-Pol-sur-Ternoise,84539,172970,165659,193538,213538,229216
Saint-Quentin,774203,1092523,1082819,1165507,1131841,1159281
Saint-Romain-de-Popey,11245,20021,17105,20927,21300,23578
Saint-Romain-le-Puy,30689,54396,40735,41196,42367,47757
Saint-Savinien,10866,22904,14867,16260,14954,14410
Saint-Sulpice - Izon,69344,97161,69468,51529,43913,46826
Saint-Victor-l'Abbaye,9271,13221,13998,16633,15750,14370
Saint-Victurnien,2816,2588,1825,3233,3407,4026
Salbris,139089,209773,199767,200632,193643,195333
Salles-Courbatiès,2547,3644,1871,1872,1732,1680
Sanry-sur-Nied,7413,9866,9595,9066,8998,9928
Santes,29459,48428,46742,50672,49028,50164
Sarlat-la-Canéda,32237,33045,47917,52745,49368,54155
Saujon,29426,52649,43071,55241,59261,63819
Saumur,459355,721620,647395,705455,692282,705898
Sauveterre-la-Lémance,826,1405,964,943,764,882
Seclin,197066,301904,268269,275348,263085,258739
Selles-Saint-Denis,18899,19628,14876,14086,16410,16863
Sennecey-le-Grand,23939,31410,27942,29405,25891,28731
Septèmes-les-Vallons,13658,23002,24987,32544,34849,34406
Sept-Saulx,11372,7067,5180,5836,6022,6499
Sermaise,71836,131344,128659,126376,121816,116851
Serquigny,15653,28003,28468,30214,25877,29582
Servon-sur-Vilaine,90761,123451,104001,95310,97967,107563
Sevran Beaudottes,4799861,8776328,8896630,8956744,8886322,8781293
Sèvres Rive Gauche,1142545,2089735,2206397,2355947,2460880,2555121
Sorgues - Châteauneuf-du-Pape,100017,177236,163541,214309,149613,111465
Tanus,2586,2590,1752,1695,1536,1418
Tarare,348846,538350,477134,533045,500311,507823
Thann Saint-Jacques,161347,153093,152005,160859,156991,159788
Theillay,10604,13704,12958,15058,19187,20697
Thomery,110918,202646,185181,170995,153722,138257
Thun le Paradis,214239,391728,377907,366370,348143,345491
Tieffenbach - Struth,39193,63356,65095,60852,58729,54594
Tincques,13028,15853,15320,18078,17962,17454
Tournus,252911,283246,238990,264609,244230,276964
Tracy - Sancerre,7910,11580,10480,12679,11329,10927
Trie-Château,17945,33359,36802,48719,55435,57753
Uzerche,43161,69918,66798,82453,81930,82141
Vaas,4154,6237,7417,9387,10269,8153
Val d'Argenteuil,3584796,6554397,6368082,6168065,5880591,5693475
Valençay,15310,17372,17864,18854,19882,19380
Valence TGV Rhône-Alpes Sud,1550358,2597471,2620451,2864995,2652348,2614822
Valenciennes,2034249,3320918,3080883,3244888,3069595,3172059
Vallon-en-Sully,21357,26669,28753,32852,31586,35921
Valmondois,566468,1035712,976799,942389,924968,907771
Vaucresson,976268,1785206,1752992,1731887,1676989,1601731
Vaux-sur-Seine,156492,286181,317047,353446,385904,371139
Veauche - Saint-Galmier,54825,91984,78751,96103,99916,113417
Véretz - Montlouis,17619,28212,27456,25284,26306,24904
Verneuil-l'tang,365189,667781,658852,656054,638495,621339
Verneuil-sur-Serre,3813,3396,4330,4334,3070,5774
Verneuil-sur-Vienne,1,0,0,1,10,84
Vernon - Giverny,1049402,1837607,1690478,1841973,1731626,1741912
Vernouillet - Verneuil,1449814,2651189,2666461,2684922,2656414,2613809
Vernou-la-Celle-sur-Seine,29656,54224,55009,55764,55725,55281
Vern-sur-Seiche,6368,6696,7889,6678,9349,9368
Verzeille,221,189,109,356,903,517
Vias,6242,6904,6804,5704,5810,5816
Vic-le-Comte,181768,232443,196881,215758,205416,216708
Vieilleville,1677,3417,2504,2819,2749,2273
Vierzy,274,305,160,261,367,941
Vif,3103,5942,5172,6809,6820,9544
Vigneux-sur-Seine,3532283,6458442,6554135,6647451,6625906,6569971
Vignory,3497,4056,2904,4116,4669,4292
Villaines-sous-Bois,51848,94805,85903,89237,80512,72448
Villars-les-Dombes,310541,474926,461345,494399,477027,469458
Villefranche - Vernet-les-Bains,145043,138231,133167,149035,147923,149814
Villefranche-sur-Cher,21318,27715,21068,23003,24318,25589
Villefranche-sur-Saône,1458296,2254011,2038720,2175951,2093793,2082592
Villeherviers,7509,8533,9830,10664,9949,9107
Villeneuve-Saint-Georges,9783858,17889110,18167340,18338319,18187384,18012745
Villeneuve-sur-Yonne,34580,53213,41845,46191,45945,51020
Villepreux - Les Clayes,1103494,2017279,2056096,2105241,2113817,2111452
Villers-Saint-Sépulcre,5033,8094,8746,10206,9072,9084
Villetaneuse Université T11,1006890,1840999,1872981,950582,0,0
Vimy,10616,19849,16330,15830,17949,18525
Vinay,106879,170161,135474,148939,127613,123108
Vions - Chanaz,8868,10396,6363,6661,8798,8829
Virieu sur Bourbre,17414,24338,16990,15848,15897,16332
Virieu-le-Grand - Belley,29627,44111,54918,65692,58225,63403
Vittel,42037,53800,53873,59880,68356,66226
Voreppe,228572,328319,272717,280224,254172,271611
Vorey,29492,45135,29189,24157,35397,34581
Vulaines-sur-Seine - Samoreau,28791,52885,54449,55824,56647,57163
Weyersheim,130434,164563,155497,155940,157555,160298
Yffiniac,19066,28784,27911,33222,39188,36880
Yutz,804,1186,1484,1300,1930,1701
Abbeville,505759,757362,710325,750298,727081,758410
Achères Ville,1896770,3468208,3478859,3497615,3454567,3389509
Aéroport Charles de Gaulle 1,4359621,7971396,7590098,7199779,6690263,6226179
Aigrefeuille-d'Aunis,24987,31170,18670,14513,266,0
Aigues-Mortes,5683,6146,5311,4822,3546,3917
Ailly-sur-Somme,105120,134750,126145,130664,123926,130027
Aiserey,19409,25004,24241,25375,24134,26267
Aix-en-Provence TGV,2059068,3594151,3597729,3699076,3403078,3388402
Ambérieu-en-Bugey,838327,1254920,1168627,1223516,1188233,1195489
Amiens,3694011,5360735,5244716,5447333,5229456,5324980
Ancy-sur-Moselle,37560,50264,50010,49942,50233,53552
Angoulême,1111740,1826364,1712440,1835079,1688713,1717696
Anizy - Pinon,59518,87841,75945,83874,80983,87381
Anthéor Cap Roux,5313,6677,3680,3503,3867,4098
Arbois,52302,52202,44352,50131,42298,50090
Arcy-sur-Cure,2568,2752,2091,2408,1962,2249
Argenteuil,8869575,16219640,16094786,15608674,15388969,14929217
Argentière,12408,14463,15238,13277,15678,16513
Arleux,22092,39865,39776,45719,47584,51057
Artenay,60524,71415,62685,62856,60354,61368
Arvant,26500,51427,37485,42656,37278,43701
Assier,7173,8883,7528,9895,10561,10321
Aubiet,7529,10418,7586,9714,7969,8221
Aubigné-Racan,8620,13396,13647,15823,19307,18342
Aubin-Saint-Vaast,5,126,83,3,32,46
Aubusson,516,4438,4171,6342,7732,7745
Audrieu,10779,15635,14323,16234,16471,16984
Aulnat Aéroport,6224,10154,8009,10477,12081,14703
Aulnoye-Aymeries,451188,621126,597836,614240,580610,604945
Aurillac,81046,120175,136951,154733,143170,160641
Auterive,258534,343578,316911,396360,394346,410463
Autun,60025,61002,63796,63847,64509,74269
Auxerre Saint-Gervais,272310,448592,376911,427853,384021,418853
Avesnelles,2791,7084,6868,5569,4698,6201
Avignon TGV,2154016,4094962,3685875,3899905,3836804,3865578
Bailleau-le-Pin,67661,79178,76427,74398,75577,77159
Balsièges,16,12,6,2,5,3
Banassac - La Canourgue,2556,3164,3646,4045,4094,4541
Banyuls-sur-Mer,50479,74781,64538,80181,71187,73499
Barr,214461,302765,289868,298416,290643,302911
Barsac,14286,19071,17065,20850,21672,23455
Base Aérienne,95,0,0,0,0,0
Bassens,23363,39149,24017,18450,13262,16097
Bayeux,312198,572729,489769,547532,530050,555799
Bayon,106890,139986,131165,140910,140514,146075
Beau Marais,3180,2990,2191,3080,1828,1292
Beaune,656096,902907,843437,945053,872976,940402
Belle-Isle - Bégard,2286,1711,1700,2129,2125,3489
Belleville-sur-Vie,57289,85566,73772,67909,58233,49298
Bellevue,725261,1326402,1346821,1370573,1369605,1360814
Bénesse-Maremne,11675,13991,9254,8096,8446,7184
Bengy-sur-Craon,17995,16781,12622,13874,11735,7331
Bessancourt,403535,737892,707523,700747,668488,635190
Bétaille,10,5,20,7,7,70
Beynes,105223,192598,188216,184586,177372,169429
Beynost,137011,213302,198025,202058,185736,181868
Biache-Saint-Vaast,37582,61097,57790,64218,59082,60233
Biarritz,431935,571419,496224,501005,419448,422384
Bidos,2525,7401,4020,5771,3829,0
Blangy-sur-Bresle,29382,21218,22833,28546,31099,32310
Bohain-en-Vermandois,109447,142094,154861,171123,167908,162216
Bois-le-Roi,639660,1169555,1208919,1249808,1268641,1287788
Boisleux-au-Mont,879,1937,1115,894,636,1478
Boissy-l'Aillerie,114449,207727,221223,239132,251490,233191
Bolbec - Nointot,0,3280,6070,7403,7726,9072
Bologne,1999,3479,2216,2661,5014,3077
Bonnemain,3261,4671,4713,7397,8156,6891
Bonneville,195951,244862,229975,236990,198876,196041
Bords,5494,8135,6178,7084,7378,9671
Bouray,807376,1476220,1463257,1470879,1442819,1408495
Bourg-Saint-Maurice,246215,369133,344666,345929,347270,335530
Bouy,38,778,889,1262,964,908
Bouzonville,12232,19477,23612,28274,27628,30252
Breitenbach-Haut-Rhin,28763,30219,27185,28724,31159,31894
Bressuire,16133,23722,23188,26896,25548,28442
Bretteville - Norrey,21779,26421,19515,22059,20034,19555
Brioude,61464,95704,77937,93356,82274,87560
Broye,5732,4836,6919,7856,6225,5896
Brunoy,2811943,5141272,5045320,4964873,4792605,4604922
Bussac-Forêt,2216,2918,3155,3470,2421,2949
Cadaujac,22884,43876,41353,42938,38884,41806
Cap-d'Ail,74013,99635,77459,89868,73501,67959
Carentan,115933,198781,182871,204135,189685,200110
Carnoules,60842,97030,90048,104587,95145,92675
Carry-le-Rouet,40959,80636,73731,83910,78019,87905
Cenon,433419,674888,503076,462412,375609,348409
Cerbère,34933,53142,49136,55700,51893,58653
Cercottes,36970,42501,36191,31548,29410,29910
Cercy-la-Tour,15351,28653,26574,33395,33532,34819
Cergy le Haut,3685855,6739264,6755489,6809697,6743592,6647546
Cessieu,24956,33073,24194,26634,29977,29255
Ceyzériat,3169,6762,4123,4694,4885,4297
Chabanais,16,2255,3850,7182,6541,6885
Chalais,16085,22302,16505,16052,14990,17180
Chamousset,22831,25795,27915,32484,28457,26523
Champagne-Ardenne TGV,564137,1154599,969535,989282,900104,917725
Champagnole Paul-mile Victor,1507,2545,1571,4248,5910,6323
Chantenay,27555,45506,35066,30325,28301,26504
Chaponost,74261,91801,80970,77448,65119,59240
Château-du-Loir,81240,152866,159432,167877,161421,161909
Château-Gaillard,3302,3720,3358,4982,4606,3856
Châtel-Censoir,3101,4959,3339,3511,3124,3652
Chauffailles,24170,30581,22345,19261,26956,31888
Chaulnes,66093,85930,81548,92924,92898,96724
Chaumont,217313,343328,337021,391954,393953,420282
Chauny,426550,483909,483237,516572,478020,466632
Chaux-des-Crotenay,973,1721,1285,2441,1317,1993
Chevaigné,49121,55765,45466,43305,35341,31216
Chevrières,20332,28748,25476,27867,24603,29656
Chézy-sur-Marne,70385,117503,106910,107151,101564,97565
Chouzy-sur-Cisse,475,751,4616,8329,10939,13082
Clacy - Mons,997,408,48,120,436,769
Clermont La Pardieu,198483,261412,248038,306582,289709,308942
Clichy - Levallois,6164397,11275885,10863687,10745166,10573894,8018296
Clion sur Seugne,0,17,19,11,10,42
Cognac,85149,147237,128074,150883,140759,154573
Coignières,255801,466909,498229,527712,546690,565792
Collioure,61975,101806,82088,97534,68177,89884
Colmar,2566878,4200762,3950944,3887862,3589253,3586247
Condat - Le Lardin,15934,28351,28841,33306,32350,33378
Condé-sur-Huisne,15963,15552,12395,13533,16329,18717
Conflans - Jarny,72011,110786,105949,117396,120952,135639
Conflans-Sainte-Honorine,2643589,4834179,4779174,4748100,4624289,4442590
Corbeil-Essonnes,5383122,9842549,9324546,8829062,8205885,7600151
Corcieux Vanémont,260,973,3373,2809,3239,5660
Cormery,77824,97289,101215,109468,117239,121990
Coucy-lès-Eppes,7023,5811,7267,7048,7064,7102
Courcelles-sur-Nied,16959,22931,20933,25377,27098,30617
Courville-sur-Eure,246509,326100,301967,297098,292795,307355
Cousance,5889,7077,4819,5637,5743,6757
Couzon-au-Mont-d'Or,35181,56195,40076,36115,39264,39429
Creil,3384293,5096215,4767367,5179573,4975896,4771298
Croix L'Allumette,731,1029,1269,1669,1245,1465
Cubzac-les-Ponts,7684,10687,6782,6708,5138,5030
Dannemarie,73044,109780,98973,100724,90147,90221
Die,40656,57018,48372,54460,54047,52579
Douai,1960495,3049203,2823221,2974200,2863936,2908863
Drancy,4908314,8976601,8782317,8585390,8248559,7883390
Dreuil-lès-Amiens,6308,8475,9338,10017,12829,13322
gletons,28707,31577,31158,31977,33570,34935
panvilliers,770,740,609,590,773,1149
pinay-sur-Seine,2191067,4006406,4210792,3419097,2572264,2700882
pluches,45388,82821,87088,74693,70353,68305
pouville,895,1772,1542,1808,2218,2367
ragny - Neuville,534439,978365,901785,833310,755133,746705
Erstein,399673,594561,537172,525509,485869,488510
Escauduvres,143,32,134,161,263,49
Essonnes Robinson,153959,281500,301824,324412,342324,360066
tain,88396,88957,68545,71927,68243,74519
